critic,country,org,movie_name,movie_director,movie_year,d1,d2,d1_url,direc_birthyear,birth_place,d_countries,age
Laya Maheshwari,India,Freelance film critic,The Lord of the Rings: The Fellowship of the Ring ,Peter Jackson,2001.0,Peter Jackson,,/name/nm0001392/,1961.0,"Pukerua Bay, North Island, New Zealand", New Zealand,58.0
Laya Maheshwari,India,Freelance film critic,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA,76.0
Laya Maheshwari,India,Freelance film critic,Holy Motors ,Leos Carax,2012.0,Leos Carax,,/name/nm0136021/,1960.0,"Suresnes, Seine [now Hauts-de-Seine], France", France,59.0
Laya Maheshwari,India,Freelance film critic,Timbuktu ,Abderrahmane Sissako,2014.0,Abderrahmane Sissako,,/name/nm0803066/,1961.0,"Kiffa, Mauritania", Mauritania,58.0
Laya Maheshwari,India,Freelance film critic,No ,Pablo Larraín,2012.0,Pablo Larraín,,/name/nm1883257/,1976.0,"Santiago, Chile", Chile,43.0
Laya Maheshwari,India,Freelance film critic,Pan's Labyrinth ,Guillermo Del Toro,2006.0,Guillermo Del Toro,,/name/nm0868219/,1964.0,"Guadalajara, Jalisco, Mexico", Mexico,55.0
Hans-Christian Mahnke,Namibia,AfricAvenir.org,Moolaadé ,Ousmane Sembène,2004.0,Ousmane Sembène,,/name/nm0783733/,1923.0,"Ziguenchor, Casamance, Senegal", Senegal,96.0
Hans-Christian Mahnke,Namibia,AfricAvenir.org,Days of Glory ,Rachid Bouchareb,2006.0,Rachid Bouchareb,,/name/nm0098953/,1959.0,"Paris, France", France,60.0
Hans-Christian Mahnke,Namibia,AfricAvenir.org,Timbuktu ,Abderrahmane Sissako,2014.0,Abderrahmane Sissako,,/name/nm0803066/,1961.0,"Kiffa, Mauritania", Mauritania,58.0
Hans-Christian Mahnke,Namibia,AfricAvenir.org,Making Of ,Nouri Bouzid,2006.0,Nouri Bouzid,,/name/nm0100525/,,,,
Hans-Christian Mahnke,Namibia,AfricAvenir.org,House of Flying Daggers ,Zhang Yimou,2004.0,Zhang Yimou,,/title/tt1269610/,,,,
Hans-Christian Mahnke,Namibia,AfricAvenir.org,City of God ,Fernando Meirelles and Kátia Lund,2002.0,Fernando Meirelles, Kátia Lund,/name/nm0576987/,1955.0,"São Paulo, São Paulo, Brazil", Brazil,64.0
Hans-Christian Mahnke,Namibia,AfricAvenir.org,Miners Shot Down ,Rehad Desai,2014.0,Rehad Desai,,/name/nm2390834/,,,,
Hans-Christian Mahnke,Namibia,AfricAvenir.org,678 ,Mohamed Diab,2010.0,Mohamed Diab,,/name/nm2559996/,,,,
Hans-Christian Mahnke,Namibia,AfricAvenir.org,Hijack Stories ,Oliver Schmitz,2000.0,Oliver Schmitz,,/name/nm0005628/,,,,
Hans-Christian Mahnke,Namibia,AfricAvenir.org,Waltz with Bashir ,Ari Folman,2008.0,Ari Folman,,/name/nm0284369/,1962.0,"Haifa, Israel", Israel,57.0
Ben Mankiewicz,US,Turner Classic Movies,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Ben Mankiewicz,US,Turner Classic Movies,Spotlight ,Tom McCarthy,2015.0,Tom McCarthy,,/name/nm0565336/,1966.0,"New Providence, New Jersey, USA", USA,53.0
Ben Mankiewicz,US,Turner Classic Movies,United 93 ,Paul Greengrass,2006.0,Paul Greengrass,,/name/nm0339030/,1955.0,"Cheam, Surrey, England, UK", UK,64.0
Ben Mankiewicz,US,Turner Classic Movies,The Gatekeepers ,Dror Moreh,2012.0,Dror Moreh,,/name/nm0603466/,,,,
Ben Mankiewicz,US,Turner Classic Movies,Sexy Beast ,Jonathan Glazer,2000.0,Jonathan Glazer,,/name/nm0322242/,1965.0,"London, England, UK", UK,54.0
Ben Mankiewicz,US,Turner Classic Movies,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Ben Mankiewicz,US,Turner Classic Movies,Memento ,Christopher Nolan,2000.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Ben Mankiewicz,US,Turner Classic Movies,Letters From Iwo Jima ,Clint Eastwood,2006.0,Clint Eastwood,,/name/nm0000142/,1930.0,"San Francisco, California, USA", USA,89.0
Ben Mankiewicz,US,Turner Classic Movies,Anchorman: The Legend of Ron Burgundy ,Adam McKay,2004.0,Adam McKay,,/name/nm0570912/,1968.0,"Philadelphia, Pennsylvania, USA", USA,51.0
Ben Mankiewicz,US,Turner Classic Movies,The Wrestler ,Darren Aronofsky,2008.0,Darren Aronofsky,,/name/nm0004716/,1969.0,"Brooklyn, New York City, New York, USA", USA,50.0
Calum Marsh,Canada,Freelance film critic,Los Angeles Plays Itself ,Thom Andersen,2003.0,Thom Andersen,,/name/nm0026263/,,,,
Calum Marsh,Canada,Freelance film critic,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Calum Marsh,Canada,Freelance film critic,Goodbye to Language ,Jean-Luc Godard,2014.0,Jean-Luc Godard,,/name/nm0000419/,1930.0,"Paris, France", France,89.0
Calum Marsh,Canada,Freelance film critic,Millennium Mambo ,Hou Hsiao-hsien,2001.0,Hou Hsiao-hsien,,/title/tt4092526/,,,,
Calum Marsh,Canada,Freelance film critic,Margaret ,Kenneth Lonergan,2011.0,Kenneth Lonergan,,/name/nm0518836/,1962.0,"New York City, New York, USA", USA,57.0
Calum Marsh,Canada,Freelance film critic,Crank ,Mark Neveldine and Brian Taylor,2006.0,Mark Neveldine, Brian Taylor,/name/nm0004410/,1973.0,"Watertown, New York, USA", USA,46.0
Calum Marsh,Canada,Freelance film critic,The Forest for the Trees ,Maren Ade,2003.0,Maren Ade,,/name/nm0011752/,1976.0,"Karlsruhe, Baden-Württemberg, Germany", Germany,43.0
Calum Marsh,Canada,Freelance film critic,Miami Vice ,Michael Mann,2006.0,Michael Mann,,/name/nm0000520/,1943.0,"Chicago, Illinois, USA", USA,76.0
Calum Marsh,Canada,Freelance film critic,Woman on the Beach ,Hong Sang-soo,2006.0,Hong Sang-soo,,/name/nm0393254/,1960.0,"Seoul, Korea", Korea,59.0
Calum Marsh,Canada,Freelance film critic,The Son ,Jean-Pierre and Luc Dardenne,2002.0,Jean-Pierre, Luc Dardenne,/name/nm0077450/,,,,
Lee Marshall,Italy,Screen International,Yi Yi: A One and a Two ,Edward Yang,2000.0,Edward Yang,,/name/nm0945981/,1947.0,"Shanghai, China", China,72.0
Lee Marshall,Italy,Screen International,The White Ribbon ,Michael Haneke,2009.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Lee Marshall,Italy,Screen International,Fish Tank ,Andrea Arnold,2009.0,Andrea Arnold,,/name/nm0036349/,1961.0,"Dartford, Kent, England, UK", UK,58.0
Lee Marshall,Italy,Screen International,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan,78.0
Lee Marshall,Italy,Screen International,Timbuktu ,Abderrahmane Sissako,2014.0,Abderrahmane Sissako,,/name/nm0803066/,1961.0,"Kiffa, Mauritania", Mauritania,58.0
Lee Marshall,Italy,Screen International,"4 Months, 3 Weeks & 2 Days ",Cristian Mungiu,2007.0,Cristian Mungiu,,/name/nm0612816/,1968.0,"Iasi, Romania", Romania,51.0
Lee Marshall,Italy,Screen International,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Lee Marshall,Italy,Screen International,Silent Souls ,Aleksey Fedorchenko,2010.0,Aleksey Fedorchenko,,/name/nm1922735/,1966.0,"Sol-Iletsk, Sol-Iletskiy rayon, Orenburgskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia],53.0
Lee Marshall,Italy,Screen International,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Lee Marshall,Italy,Screen International,Nostalgia for the Light ,Patricio Guzmán,2010.0,Patricio Guzmán,,/name/nm0350099/,1941.0,"Santiago, Chile", Chile,78.0
Adrian Martin,Australia,Lola Magazine,Holy Motors ,Leos Carax,2012.0,Leos Carax,,/name/nm0136021/,1960.0,"Suresnes, Seine [now Hauts-de-Seine], France", France,59.0
Adrian Martin,Australia,Lola Magazine,Lifeline ,Víctor Erice,2002.0,Víctor Erice,,/name/nm0258977/,1940.0,"Karrantza, Vizcaya, País Vasco, Spain", Spain,79.0
Adrian Martin,Australia,Lola Magazine,Certified Copy ,Abbas Kiarostami,2010.0,Abbas Kiarostami,,/name/nm0452102/,1940.0,"Tehran, Iran", Iran,79.0
Adrian Martin,Australia,Lola Magazine,Kung Fu Hustle ,Stephen Chow,2004.0,Stephen Chow,,/name/nm0159507/,1962.0,Hong Kong,Hong Kong,57.0
Adrian Martin,Australia,Lola Magazine,Instructions for a Light and Sound Machine ,Peter Tscherkassky,2005.0,Peter Tscherkassky,,/name/nm0874787/,1958.0,"Vienna, Austria", Austria,61.0
Adrian Martin,Australia,Lola Magazine,Un lac ,Philippe Grandrieux,2008.0,Philippe Grandrieux,,/name/nm0334930/,,,,
Adrian Martin,Australia,Lola Magazine,Detention ,Joseph Kahn,2011.0,Joseph Kahn,,/name/nm0994538/,1972.0,1972,1972,47.0
Adrian Martin,Australia,Lola Magazine,A Vingança de Uma Mulher ,Rita Azevedo Gomes,2012.0,Rita Azevedo Gomes,,/name/nm0326946/,,,,
Adrian Martin,Australia,Lola Magazine,Mia Madre ,Nanni Moretti,2015.0,Nanni Moretti,,/name/nm0604335/,1953.0,"Brunico, Trentino-Alto Adige, Italy", Italy,66.0
Adrian Martin,Australia,Lola Magazine,Femme Fatale ,Brian De Palma,2002.0,Brian De Palma,,/name/nm0000361/,1940.0,"Newark, New Jersey, USA", USA,79.0
Antonio Martínez,Chile,El Mercurio,The Wolf of Wall Street ,Martin Scorsese,2013.0,Martin Scorsese,,/name/nm0000217/,1942.0,"Queens, New York City, New York, USA", USA,77.0
Antonio Martínez,Chile,El Mercurio,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Antonio Martínez,Chile,El Mercurio,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan,78.0
Antonio Martínez,Chile,El Mercurio,Million Dollar Baby ,Clint Eastwood,2004.0,Clint Eastwood,,/name/nm0000142/,1930.0,"San Francisco, California, USA", USA,89.0
Antonio Martínez,Chile,El Mercurio,The Ghost Writer ,Roman Polanski,2010.0,Roman Polanski,,/name/nm0000591/,1933.0,"Paris, France", France,86.0
Antonio Martínez,Chile,El Mercurio,The Son's Room ,Nanni Moretti,2001.0,Nanni Moretti,,/name/nm0604335/,1953.0,"Brunico, Trentino-Alto Adige, Italy", Italy,66.0
Antonio Martínez,Chile,El Mercurio,A History of Violence ,David Cronenberg,2005.0,David Cronenberg,,/name/nm0000343/,1943.0,"Toronto, Ontario, Canada", Canada,76.0
Antonio Martínez,Chile,El Mercurio,Talk to Her ,Pedro Almodóvar,2002.0,Pedro Almodóvar,,/name/nm0000264/,1949.0,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain", Spain,70.0
Antonio Martínez,Chile,El Mercurio,Before the Devil Knows You're Dead ,Sidney Lumet,2007.0,Sidney Lumet,,/name/nm0001486/,1924.0,"Philadelphia, Pennsylvania, USA", USA,95.0
Antonio Martínez,Chile,El Mercurio,Match Point ,Woody Allen,2005.0,Woody Allen,,/name/nm0000095/,1935.0,"Brooklyn, New York City, New York, USA", USA,84.0
Todd McCarthy,US,The Hollywood Reporter,Carlos ,Olivier Assayas,2010.0,Olivier Assayas,,/name/nm0000801/,1955.0,"Paris, France", France,64.0
Todd McCarthy,US,The Hollywood Reporter,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Todd McCarthy,US,The Hollywood Reporter,Leviathan ,Andrey Zvyagintsev,2014.0,Andrey Zvyagintsev,,/name/nm1168657/,1964.0,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia],55.0
Todd McCarthy,US,The Hollywood Reporter,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Todd McCarthy,US,The Hollywood Reporter,The Assassination of Jesse James by the Coward Robert Ford ,Andrew Dominik,2007.0,Andrew Dominik,,/name/nm0231596/,1967.0,"Wellington, New Zealand", New Zealand,52.0
Todd McCarthy,US,The Hollywood Reporter,The Incredibles ,Brad Bird,2004.0,Brad Bird,,/name/nm0083348/,1957.0,"Kalispell, Montana, USA", USA,62.0
Todd McCarthy,US,The Hollywood Reporter,Children of Men ,Alfonso Cuarón,2006.0,Alfonso Cuarón,,/name/nm0190859/,1961.0,"Mexico City, Distrito Federal, Mexico", Mexico,58.0
Todd McCarthy,US,The Hollywood Reporter,Fantastic Mr Fox ,Wes Anderson,2009.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA,50.0
Todd McCarthy,US,The Hollywood Reporter,Grizzly Man ,Werner Herzog,2005.0,Werner Herzog,,/name/nm0001348/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Todd McCarthy,US,The Hollywood Reporter,Brokeback Mountain ,Ang Lee,2005.0,Ang Lee,,/name/nm0000487/,1954.0,"Pingtung, Taiwan", Taiwan,65.0
Joe McElhaney,US,Hunter College,You Ain’t Seen Nothin’ Yet ,Alain Resnais,2012.0,Alain Resnais,,/name/nm0720297/,1922.0,"Vannes, Morbihan, France", France,97.0
Joe McElhaney,US,Hunter College,No Home Movie ,Chantal Akerman,2015.0,Chantal Akerman,,/name/nm0001901/,1950.0,"Brussels, Belgium", Belgium,69.0
Joe McElhaney,US,Hunter College,The Romance of Astrea and Celadon ,Éric Rohmer,2009.0,Éric Rohmer,,/name/nm0006445/,1920.0,"Tulle, Corrèze, France", France,99.0
Joe McElhaney,US,Hunter College,The Strange Case of Angelica ,Manoel de Oliveira,2010.0,Manoel de Oliveira,,/name/nm0210701/,1908.0,"Oporto, Portugal", Portugal,111.0
Joe McElhaney,US,Hunter College,Michelangelo Eye to Eye ,Michelangelo Antonioni,2004.0,Michelangelo Antonioni,,/name/nm0000774/,1912.0,"Ferrara, Emilia-Romagna, Italy", Italy,107.0
Joe McElhaney,US,Hunter College,Warming by the Devil's Fire ,Charles Burnett,2003.0,Charles Burnett,,/name/nm0122344/,1944.0,"Vicksburg, Mississippi, USA", USA,75.0
Joe McElhaney,US,Hunter College,The New World ,Terrence Malick,2005.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA,76.0
Joe McElhaney,US,Hunter College,Café Lumière ,Hou Hsiao-hsien,2003.0,Hou Hsiao-hsien,,/title/tt4092526/,,,,
Joe McElhaney,US,Hunter College,You Will Meet a Tall Dark Stranger ,Woody Allen,2010.0,Woody Allen,,/name/nm0000095/,1935.0,"Brooklyn, New York City, New York, USA", USA,84.0
Joe McElhaney,US,Hunter College,The Hateful Eight ,Quentin Tarantino,2015.0,Quentin Tarantino,,/name/nm0000233/,1963.0,"Knoxville, Tennessee, USA", USA,56.0
Drew McWeeny,US,HitFix,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Drew McWeeny,US,HitFix,"Crouching Tiger, Hidden Dragon ",Ang Lee,2000.0,Ang Lee,,/name/nm0000487/,1954.0,"Pingtung, Taiwan", Taiwan,65.0
Drew McWeeny,US,HitFix,Holy Motors ,Leos Carax,2012.0,Leos Carax,,/name/nm0136021/,1960.0,"Suresnes, Seine [now Hauts-de-Seine], France", France,59.0
Drew McWeeny,US,HitFix,City of God ,Fernando Meirelles and Kátia Lund,2002.0,Fernando Meirelles, Kátia Lund,/name/nm0576987/,1955.0,"São Paulo, São Paulo, Brazil", Brazil,64.0
Drew McWeeny,US,HitFix,Enter the Void ,Gaspar Noé,2009.0,Gaspar Noé,,/name/nm0637615/,1963.0,"Buenos Aires, Argentina", Argentina,56.0
Drew McWeeny,US,HitFix,Hedwig and the Angry Inch ,John Cameron Mitchell,2001.0,John Cameron Mitchell,,/name/nm0593463/,1963.0,"El Paso, Texas, USA", USA,56.0
Drew McWeeny,US,HitFix,Melancholia ,Lars von Trier,2011.0,Lars von Trier,,/name/nm0001885/,1956.0,"Copenhagen, Denmark", Denmark,63.0
Drew McWeeny,US,HitFix,Mad Max: Fury Road ,George Miller,2015.0,George Miller,,/name/nm0004306/,1945.0,"Chinchilla, Queensland, Australia", Australia,74.0
Drew McWeeny,US,HitFix,The Lord of the Rings: The Fellowship of the Ring ,Peter Jackson,2001.0,Peter Jackson,,/name/nm0001392/,1961.0,"Pukerua Bay, North Island, New Zealand", New Zealand,58.0
Drew McWeeny,US,HitFix,Grizzly Man ,Werner Herzog,2005.0,Werner Herzog,,/name/nm0001348/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Kim Morgan,US,Sight & Sound/Criterion,Inherent Vice ,Paul Thomas Anderson,2014.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Kim Morgan,US,Sight & Sound/Criterion,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Kim Morgan,US,Sight & Sound/Criterion,Melancholia ,Lars von Trier,2011.0,Lars von Trier,,/name/nm0001885/,1956.0,"Copenhagen, Denmark", Denmark,63.0
Kim Morgan,US,Sight & Sound/Criterion,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Kim Morgan,US,Sight & Sound/Criterion,Under the Skin ,Jonathan Glazer,2013.0,Jonathan Glazer,,/name/nm0322242/,1965.0,"London, England, UK", UK,54.0
Kim Morgan,US,Sight & Sound/Criterion,Fat Girl ,Catherine Breillat,2001.0,Catherine Breillat,,/name/nm0106924/,1948.0,"Bressuire, Deux-Sèvres, France", France,71.0
Kim Morgan,US,Sight & Sound/Criterion,A Serious Man ,Joel and Ethan Coen,2009.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Kim Morgan,US,Sight & Sound/Criterion,Battle Royale ,Kinji Fukasaku,2000.0,Kinji Fukasaku,,/name/nm0297935/,1930.0,"Mito, Japan", Japan,89.0
Kim Morgan,US,Sight & Sound/Criterion,The Turin Horse ,Béla Tarr and Ágnes Hranitzky,2011.0,Béla Tarr, Ágnes Hranitzky,/name/nm0850601/,1955.0,"Pécs, Hungary", Hungary,64.0
Kim Morgan,US,Sight & Sound/Criterion,Bad Lieutenant: Port of Call New Orleans ,Werner Herzog,2009.0,Werner Herzog,,/name/nm0001348/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Kate Muir,UK,The Times,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Kate Muir,UK,The Times,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA,76.0
Kate Muir,UK,The Times,Night Will Fall ,André Singer,2014.0,André Singer,,/name/nm0801885/,,,,
Kate Muir,UK,The Times,12 Years a Slave ,Steve McQueen,2013.0,Steve McQueen,,/name/nm0000537/,1930.0,"Beech Grove, Indiana, USA", USA,89.0
Kate Muir,UK,The Times,We Need to Talk About Kevin ,Lynne Ramsay,2011.0,Lynne Ramsay,,/name/nm0708903/,1969.0,"Glasgow, Strathclyde, Scotland, UK", UK,50.0
Kate Muir,UK,The Times,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Kate Muir,UK,The Times,Amour ,Michael Haneke,2012.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Kate Muir,UK,The Times,The Lives of Others ,Florian Henckel von Donnersmarck,2006.0,Florian Henckel von Donnersmarck,,/name/nm0003697/,1973.0,"Cologne, North Rhine-Westphalia, Germany", Germany,46.0
Kate Muir,UK,The Times,Nostalgia for the Light ,Patricio Guzmán,2010.0,Patricio Guzmán,,/name/nm0350099/,1941.0,"Santiago, Chile", Chile,78.0
Kate Muir,UK,The Times,Red Road ,Andrea Arnold,2006.0,Andrea Arnold,,/name/nm0036349/,1961.0,"Dartford, Kent, England, UK", UK,58.0
Chris Nashawaty,US,Entertainment Weekly,Before Midnight ,Richard Linklater,2013.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Chris Nashawaty,US,Entertainment Weekly,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Chris Nashawaty,US,Entertainment Weekly,Munich ,Steven Spielberg,2005.0,Steven Spielberg,,/name/nm0000229/,1946.0,"Cincinnati, Ohio, USA", USA,73.0
Chris Nashawaty,US,Entertainment Weekly,The Social Network ,David Fincher,2010.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Chris Nashawaty,US,Entertainment Weekly,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA,50.0
Chris Nashawaty,US,Entertainment Weekly,Sexy Beast ,Jonathan Glazer,2000.0,Jonathan Glazer,,/name/nm0322242/,1965.0,"London, England, UK", UK,54.0
Chris Nashawaty,US,Entertainment Weekly,The Lobster ,Yorgos Lanthimos,2015.0,Yorgos Lanthimos,,/name/nm0487166/,,,,
Chris Nashawaty,US,Entertainment Weekly,Inglourious Basterds ,Quentin Tarantino,2009.0,Quentin Tarantino,,/name/nm0000233/,1963.0,"Knoxville, Tennessee, USA", USA,56.0
Chris Nashawaty,US,Entertainment Weekly,Best in Show ,Christopher Guest,2000.0,Christopher Guest,,/name/nm0001302/,1948.0,"New York City, New York, USA", USA,71.0
Chris Nashawaty,US,Entertainment Weekly,Gladiator ,Ridley Scott,2000.0,Ridley Scott,,/name/nm0000631/,1937.0,"South Shields, County Durham, England, UK", UK,82.0
Farran Smith Nehme,US,The New York Post/Film Comment,Yi Yi: A One and a Two ,Edward Yang,2000.0,Edward Yang,,/name/nm0945981/,1947.0,"Shanghai, China", China,72.0
Farran Smith Nehme,US,The New York Post/Film Comment,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Farran Smith Nehme,US,The New York Post/Film Comment,25th Hour ,Spike Lee,2002.0,Spike Lee,,/name/nm0000490/,1957.0,"Atlanta, Georgia, USA", USA,62.0
Farran Smith Nehme,US,The New York Post/Film Comment,"4 Months, 3 Weeks & 2 Days ",Cristian Mungiu,2007.0,Cristian Mungiu,,/name/nm0612816/,1968.0,"Iasi, Romania", Romania,51.0
Farran Smith Nehme,US,The New York Post/Film Comment,WALL-E ,Andrew Stanton,2008.0,Andrew Stanton,,/name/nm0004056/,1965.0,"Boston, Massachusetts, USA", USA,54.0
Farran Smith Nehme,US,The New York Post/Film Comment,Phoenix ,Christian Petzold,2014.0,Christian Petzold,,/name/nm0678857/,1960.0,"Hilden, North Rhine-Westphalia, Germany", Germany,59.0
Farran Smith Nehme,US,The New York Post/Film Comment,Selma ,Ava DuVernay,2014.0,Ava DuVernay,,/name/nm1148550/,1972.0,"Long Beach, California, USA", USA,47.0
Farran Smith Nehme,US,The New York Post/Film Comment,Timbuktu ,Abderrahmane Sissako,2014.0,Abderrahmane Sissako,,/name/nm0803066/,1961.0,"Kiffa, Mauritania", Mauritania,58.0
Farran Smith Nehme,US,The New York Post/Film Comment,About Elly ,Asghar Farhadi,2009.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Farran Smith Nehme,US,The New York Post/Film Comment,I’m Going Home ,Manoel de Oliveira,2001.0,Manoel de Oliveira,,/name/nm0210701/,1908.0,"Oporto, Portugal", Portugal,111.0
Joe Neumaier,US,WOR-710AM New York,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Joe Neumaier,US,WOR-710AM New York,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
